0,1,2,3,4,5,6,7,8
0.5280898876404495,0.5517241379310345,0.3291139240506329,0.13,0.0,0.0,0.6575342465753424,0.22,5.0
0.3595505617977528,0.6206896551724137,0.3417721518987341,0.27,0.0,0.0,0.726027397260274,0.22,5.0
0.5955056179775282,0.5632183908045976,0.35443037974683544,0.15,0.0,0.0,0.726027397260274,0.22,5.0
0.5280898876404495,0.3563218390804597,0.4556962025316454,0.13,0.0,0.0,0.7397260273972602,0.22,6.0
0.34831460674157305,0.3563218390804597,0.3417721518987341,0.54,0.0,0.0,0.6575342465753424,0.22,5.0
0.4494382022471911,0.3103448275862069,0.4430379746835443,0.17,0.0,0.6024096385542169,0.6712328767123287,0.22,0.0
0.4382022471910113,0.4712643678160921,0.3417721518987341,0.65,0.0,0.0,0.726027397260274,0.22,5.0
0.4157303370786517,0.36781609195402304,0.48101265822784794,0.2,0.0,0.0,0.7945205479452054,0.34,6.0
0.4943820224719102,0.4252873563218391,0.5696202531645569,0.36,0.0,0.0,0.6712328767123287,0.22,5.0
0.3258426966292135,0.2988505747126437,0.4936708860759493,0.15,0.0,0.0,0.7945205479452054,0.3,0.0
0.3595505617977528,0.2988505747126437,0.4177215189873418,0.21,0.0,0.0,0.726027397260274,0.27,6.0
0.34831460674157305,0.27586206896551724,0.48101265822784794,0.2,0.0,0.0,0.7123287671232876,0.29,6.0
0.3258426966292135,0.3333333333333333,0.4556962025316454,0.35,0.0,0.0,0.726027397260274,0.25,0.0
0.5505617977528089,0.3103448275862069,0.3924050632911392,0.46,0.0,0.0,0.726027397260274,0.22,5.0
0.6179775280898877,0.4827586206896552,0.30379746835443033,0.19,0.0,0.0,0.6301369863013698,0.22,5.0
0.39325842696629215,0.3563218390804597,0.3924050632911392,0.11,0.0,0.0,0.6849315068493149,0.22,0.0
0.40449438202247184,0.2988505747126437,0.3670886075949367,0.11,0.0,0.0,0.6712328767123287,0.4,0.0
0.5280898876404495,0.3908045977011493,0.4177215189873418,0.11,0.0,0.0,0.6986301369863014,0.26,6.0
0.4382022471910113,0.2413793103448276,0.430379746835443,0.21,0.0,0.0,0.6712328767123287,0.22,6.0
0.5617977528089888,0.5402298850574712,0.430379746835443,0.21,0.0,0.0,0.6849315068493149,0.25,6.0
0.3820224719101124,0.3103448275862069,0.3670886075949367,0.16,0.0,0.0,0.6849315068493149,0.22,0.0
0.3595505617977528,0.3563218390804597,0.3417721518987341,0.22,0.0,0.0,0.6986301369863014,0.22,0.0
0.6966292134831461,0.5747126436781609,0.26582278481012656,0.3,0.0,0.0,0.6712328767123287,0.22,0.0
0.3595505617977528,0.4597701149425288,0.3924050632911392,0.13,0.0,0.0,0.7534246575342466,0.22,0.0
0.39325842696629215,0.4597701149425288,0.3924050632911392,0.15,0.0,0.0,0.7945205479452054,0.22,0.0
0.4494382022471911,0.4367816091954023,0.3924050632911392,0.51,0.0,0.0,0.7397260273972602,0.22,5.0
0.5393258426966293,0.36781609195402304,0.4050632911392405,0.19,0.0,0.0,0.8082191780821917,0.27,0.0
0.5168539325842697,0.3908045977011493,0.4936708860759493,0.18,0.0,0.0,0.6986301369863014,0.22,0.0
0.5842696629213484,0.6206896551724137,0.4556962025316454,0.24,0.0,0.0,0.6712328767123287,0.22,5.0
0.7752808988764046,0.8620689655172413,0.18987341772151892,0.39,0.0,0.0,0.767123287671233,0.33,2.0
0.4719101123595506,0.4712643678160921,0.2784810126582278,0.1,0.0,0.0,0.7808219178082191,0.32,6.0
0.4494382022471911,0.4367816091954023,0.2784810126582278,0.87,0.0,0.0,0.7123287671232876,0.22,5.0
0.30337078651685395,0.5517241379310345,0.5063291139240506,0.12,0.0,0.0,0.726027397260274,0.47,0.0
0.24719101123595505,0.4827586206896552,0.3797468354430379,0.43,0.0,0.0,0.6986301369863014,0.22,6.0
0.7528089887640451,0.7011494252873562,0.26582278481012656,0.26,0.0,0.0,0.5890410958904109,0.22,2.0
0.7078651685393259,0.6206896551724137,0.3291139240506329,0.34,0.0,0.0,0.5753424657534246,0.22,1.0
0.6853932584269663,0.5517241379310345,0.30379746835443033,0.3,0.0,0.0,0.7397260273972602,0.25,5.0
0.3258426966292135,0.36781609195402304,0.4556962025316454,0.18,0.0,0.0,0.767123287671233,0.26,0.0
0.5393258426966293,0.4597701149425288,0.2784810126582278,0.44,0.0,0.0,0.6849315068493149,0.22,5.0
0.5168539325842697,0.4597701149425288,0.4050632911392405,0.34,0.0,0.0,0.726027397260274,0.22,5.0
0.8426966292134832,0.632183908045977,0.2278481012658228,0.24,0.0,0.0,0.7397260273972602,0.22,3.0
0.8426966292134832,0.7011494252873562,0.3797468354430379,0.4,0.0,0.0,0.7534246575342466,0.22,3.0
0.7640449438202248,0.5057471264367814,0.2531645569620252,0.28,0.0,0.0,0.8082191780821917,0.22,3.0
0.33707865168539325,0.4712643678160921,0.2278481012658228,0.2,0.0,0.0,0.6986301369863014,0.22,4.0
0.2921348314606741,0.264367816091954,0.4430379746835443,0.18,0.0,0.0,0.6575342465753424,0.26,7.0
0.4719101123595506,0.2068965517241379,0.4683544303797468,0.39,0.0,0.0,0.6438356164383561,0.37,6.0
0.7078651685393259,0.7126436781609196,0.4683544303797468,0.47,0.0,0.0,0.547945205479452,0.35,3.0
0.42696629213483145,0.2988505747126437,0.3924050632911392,0.29,0.0,0.0,0.6575342465753424,0.22,1.0
0.7078651685393259,0.5057471264367814,0.3797468354430379,0.28,0.0,0.0,0.7945205479452054,0.22,7.0
0.34831460674157305,0.1264367816091954,0.16455696202531644,0.16,0.0,0.0,0.6849315068493149,0.22,4.0
0.4157303370786517,0.2988505747126437,0.3797468354430379,0.21,0.0,0.0,0.7123287671232876,0.28,0.0
0.33707865168539325,0.4597701149425288,0.30379746835443033,0.14,0.0,0.0,0.7123287671232876,0.66,4.0
0.3820224719101124,0.37931034482758624,0.430379746835443,0.43,0.0,0.0,0.7534246575342466,0.38,6.0
0.50561797752809,0.4022988505747127,0.4683544303797468,0.27,0.0,0.0,0.6986301369863014,0.22,0.0
0.5955056179775282,0.5287356321839081,0.4430379746835443,0.23,0.0,0.0,0.6301369863013698,0.22,0.0
0.5955056179775282,0.4942528735632184,0.4430379746835443,0.22,0.0,0.0,0.6164383561643836,0.22,0.0
0.6179775280898877,0.5632183908045976,0.35443037974683544,0.1,0.0,0.0,0.6712328767123287,0.22,0.0
0.4719101123595506,0.3563218390804597,0.3797468354430379,0.33,0.0,0.0,0.7534246575342466,0.22,0.0
0.30337078651685395,0.4137931034482759,0.4050632911392405,0.19,0.0,0.0,0.6849315068493149,0.22,0.0
0.3820224719101124,0.5172413793103448,0.3417721518987341,0.67,0.0,0.0,0.7123287671232876,0.22,5.0
0.3595505617977528,0.2528735632183908,0.3924050632911392,0.52,0.0,0.0,0.7397260273972602,0.22,5.0
0.2921348314606741,0.2183908045977012,0.3291139240506329,0.18,0.0,0.0,0.6164383561643836,0.25,6.0
0.4157303370786517,0.3448275862068965,0.3797468354430379,0.32,0.0,0.0,0.7123287671232876,0.43,6.0
0.33707865168539325,0.37931034482758624,0.48101265822784794,0.19,0.0,0.0,0.7945205479452054,0.27,6.0
0.4831460674157304,0.4022988505747127,0.2911392405063291,0.08,0.0,0.0,0.7123287671232876,0.27,0.0
